Instruction,pfIssued,pfInCache,overallMisses,overallHits,overallAccesses,unusedPrefetches
51003484.000000,177.000000,253.000000,356394.000000,354.000000,18199965.000000,2.000000
52009299.000000,183.000000,232.000000,357656.000000,327.000000,18557948.000000,1.000000
53009632.000000,184.000000,217.000000,354932.000000,352.000000,18913232.000000,2.000000
54000147.000000,176.000000,180.000000,351979.000000,319.000000,19265530.000000,5.000000
55018837.000000,179.000000,232.000000,362010.000000,274.000000,19627814.000000,1.000000
56001828.000000,175.000000,287.000000,349855.000000,325.000000,19977994.000000,0.000000
57013048.000000,182.000000,209.000000,359367.000000,308.000000,20337669.000000,1.000000
58003559.000000,218.000000,232.000000,345967.000000,420.000000,20684056.000000,18.000000
59008690.000000,212.000000,207.000000,352679.000000,387.000000,21037122.000000,26.000000
60011794.000000,209.000000,216.000000,354322.000000,436.000000,21391880.000000,23.000000
61000598.000000,211.000000,232.000000,347476.000000,376.000000,21739732.000000,26.000000
62003926.000000,201.000000,222.000000,353420.000000,424.000000,22093576.000000,15.000000
63004727.000000,210.000000,203.000000,348904.000000,411.000000,22442891.000000,15.000000
64002795.000000,194.000000,279.000000,351581.000000,357.000000,22794829.000000,27.000000
65000008.000000,203.000000,189.000000,352992.000000,334.000000,23148155.000000,15.000000
66021605.000000,204.000000,232.000000,360329.000000,380.000000,23508864.000000,22.000000
67002465.000000,194.000000,226.000000,348652.000000,328.000000,23857844.000000,14.000000
68001432.000000,179.000000,251.000000,354201.000000,363.000000,24212408.000000,7.000000
69008167.000000,202.000000,193.000000,356700.000000,282.000000,24569390.000000,10.000000
70005266.000000,167.000000,184.000000,353361.000000,235.000000,24922986.000000,13.000000
71016324.000000,170.000000,137.000000,358234.000000,230.000000,25281450.000000,6.000000
72002039.000000,163.000000,210.000000,352870.000000,221.000000,25634541.000000,3.000000
73005615.000000,188.000000,237.000000,356767.000000,308.000000,25991616.000000,4.000000
74004507.000000,164.000000,295.000000,353935.000000,236.000000,26345787.000000,5.000000
75004253.000000,155.000000,185.000000,354268.000000,245.000000,26700300.000000,0.000000
76017027.000000,174.000000,152.000000,361397.000000,219.000000,27061916.000000,1.000000
77007196.000000,166.000000,240.000000,353041.000000,329.000000,27415286.000000,2.000000
78021478.000000,178.000000,247.000000,360641.000000,341.000000,27776268.000000,1.000000
