Instruction,pfIssued,pfInCache,overallMisses,overallHits,overallAccesses,unusedPrefetches
884000029.000000,8872.000000,3027.000000,238085.000000,11899.000000,292661892.000000,8871.000000
885000093.000000,8871.000000,3025.000000,238120.000000,11896.000000,292911908.000000,8872.000000
887133205.000000,1217.000000,197406.000000,105310.000000,198623.000000,293215841.000000,1233.000000
937465294.000000,9.000000,4194341.000000,12583133.000000,4194349.000000,309993323.000000,8.000000
938000017.000000,23845.000000,18758.000000,127000.000000,43141.000000,310163464.000000,23828.000000
939000005.000000,46627.000000,34285.000000,235991.000000,82187.000000,310481642.000000,46632.000000
940000037.000000,47207.000000,34131.000000,235776.000000,82418.000000,310799836.000000,47200.000000
941000031.000000,27637.000000,19065.000000,235917.000000,47091.000000,311082844.000000,27637.000000
942000035.000000,19900.000000,8402.000000,235850.000000,28302.000000,311346996.000000,19900.000000
943000039.000000,19900.000000,8402.000000,235850.000000,28302.000000,311611148.000000,19900.000000
944000043.000000,18805.000000,9497.000000,235850.000000,28302.000000,311875300.000000,18809.000000
945000047.000000,18946.000000,9356.000000,235850.000000,28302.000000,312139452.000000,18942.000000
946000051.000000,19900.000000,8402.000000,235850.000000,28302.000000,312403604.000000,19901.000000
947000002.000000,19899.000000,8402.000000,235837.000000,28301.000000,312667742.000000,19898.000000
948082327.000000,5634.000000,264890.000000,200858.000000,270525.000000,313139125.000000,5650.000000
949000038.000000,6308.000000,4668.000000,218492.000000,10976.000000,313368593.000000,6295.000000
950000102.000000,8818.000000,3094.000000,238104.000000,11912.000000,313618609.000000,8817.000000
951000038.000000,8820.000000,3108.000000,238056.000000,11928.000000,313868593.000000,8820.000000
952000102.000000,8821.000000,3072.000000,238126.000000,11893.000000,314118612.000000,8821.000000
953000038.000000,8818.000000,3092.000000,238074.000000,11910.000000,314368596.000000,8818.000000
954000102.000000,8823.000000,3080.000000,238113.000000,11903.000000,314618612.000000,8821.000000
955000038.000000,8818.000000,3069.000000,238097.000000,11887.000000,314868596.000000,8818.000000
956000102.000000,8819.000000,3082.000000,238119.000000,11901.000000,315118616.000000,8819.000000
957000038.000000,7552.000000,4349.000000,238083.000000,11901.000000,315368600.000000,7556.000000
958000102.000000,8088.000000,3803.000000,238125.000000,11891.000000,315618616.000000,8084.000000
959000038.000000,8848.000000,3088.000000,238048.000000,11936.000000,315868600.000000,8848.000000
960000086.000000,8847.000000,3060.000000,238100.000000,11907.000000,316118607.000000,8847.000000
961000038.000000,8850.000000,3074.000000,238072.000000,11924.000000,316368603.000000,8850.000000
962000077.000000,8850.000000,3059.000000,238091.000000,11909.000000,316618603.000000,8850.000000
963000038.000000,8849.000000,3079.000000,238072.000000,11928.000000,316868603.000000,8849.000000
964000102.000000,8852.000000,3057.000000,238107.000000,11909.000000,317118619.000000,8852.000000
968792375.000000,7371.000000,396122.000000,335838.000000,403493.000000,317857950.000000,7387.000000
