Instruction,pfIssued,pfInCache,overallMisses,overallHits,overallAccesses,unusedPrefetches
95010168.000000,269.000000,69.000000,353380.000000,356.000000,33789889.000000,131.000000
96000786.000000,317.000000,92.000000,348120.000000,419.000000,34138428.000000,167.000000
97000377.000000,369.000000,67.000000,350525.000000,464.000000,34489417.000000,184.000000
98001128.000000,362.000000,66.000000,352053.000000,447.000000,34841917.000000,235.000000
99000862.000000,354.000000,73.000000,351231.000000,445.000000,35193593.000000,207.000000
100000567.000000,374.000000,97.000000,353766.000000,494.000000,35547853.000000,221.000000
101001273.000000,356.000000,67.000000,354464.000000,442.000000,35902759.000000,207.000000
102005933.000000,340.000000,53.000000,353516.000000,412.000000,36256687.000000,183.000000
103003574.000000,322.000000,67.000000,345428.000000,410.000000,36602525.000000,190.000000
104000058.000000,349.000000,53.000000,350696.000000,412.000000,36953633.000000,189.000000
105000530.000000,450.000000,79.000000,353269.000000,550.000000,37307452.000000,251.000000
106002005.000000,404.000000,67.000000,352585.000000,490.000000,37660527.000000,277.000000
107000854.000000,334.000000,78.000000,350499.000000,444.000000,38011470.000000,205.000000
108000977.000000,303.000000,64.000000,351418.000000,385.000000,38363273.000000,176.000000
109011124.000000,389.000000,79.000000,355245.000000,496.000000,38719014.000000,214.000000
110000920.000000,326.000000,59.000000,347116.000000,414.000000,39066544.000000,190.000000
111002856.000000,398.000000,67.000000,350703.000000,486.000000,39417733.000000,231.000000
112009162.000000,239.000000,72.000000,354050.000000,332.000000,39772115.000000,160.000000
113005012.000000,245.000000,74.000000,349373.000000,330.000000,40121818.000000,96.000000
114003400.000000,332.000000,65.000000,351804.000000,432.000000,40474054.000000,152.000000
115012318.000000,302.000000,78.000000,357328.000000,394.000000,40831776.000000,168.000000
116001097.000000,381.000000,80.000000,344516.000000,482.000000,41176774.000000,236.000000
117001206.000000,377.000000,94.000000,351974.000000,489.000000,41529237.000000,206.000000
118001921.000000,424.000000,90.000000,353062.000000,538.000000,41882837.000000,274.000000
119006421.000000,413.000000,78.000000,354527.000000,523.000000,42237887.000000,280.000000
120001378.000000,437.000000,65.000000,350658.000000,539.000000,42589084.000000,266.000000
